Mod:Item:MetaData, Localized Name
aether:therawood_decorative:1, Украшенная тера древесина
aether:therawood_decorative:2, Украшенная тера древесина
aether:therawood_beam, Балка из тера древесины
aether:therastone_brick, Кирпичи из тера камня
aether:therastone_brick_decorative:3, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:2, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:4, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:1, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:0, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:5, Украшенные кирпичи из тера камня
aether:therastone_brick_decorative:6, Украшенные кирпичи из тера камня
aether:therastone_pillar, Колонна из тера камня
aether:therawood_stairs, Ступени из тера дерева
aether:therawood_slab, Плита из тера дерева
aether:therastone_brick_stairs, Кирпичные ступени из тера камня
aether:therastone_brick_slab, Кирпичная плита из тера камня
aether:therastone_brick_wall, Кирпичная стена из тера камня
aether:therawood_button, Therawood Button
aether:therawood_pressure_plate, Therawood Pressure Plate
aether:present, Подарок
aether:aether_portal, Портал в Эфир
aether:brettl_plant:0, tile.aether.brettl_plant.base.name
aether:wildcard, Шаблон
aether:skyroot_door_item, Дверь из небесного корня
aether:arkenium_door_item, Дверь из аркения
aether:skyroot_sign, Табличка из небесного корня
aether:secret_skyroot_door_item, Тайная дверь из небесного корня
aether:skyroot_bed_item, Кровать из небесного корня
aether:skyroot_stick, Палка из небесного корня
aether:valkyrie_wings, Крылья валькирии
aether:brettl_cane, Brettl тростник
aether:brettl_grass, Brettl трава
aether:brettl_rope, Brettl верёвка
aether:skyroot_pinecone, Шишка из небесного корня
aether:golden_amber, Золотой янтарь
aether:cloudtwine, Облачная верёвка
aether:moa_feather:0, Перо моа
aether:taegore_hide, Шкура таегора
aether:burrukai_pelt, Мех буррукайи
aether:swet_gel:0, Синий сладкий гель
aether:swet_gel:1, Зелёный сладкий гель
aether:swet_gel:2, Розовый сладкий гель
aether:swet_sugar, Сладкий сахар
aether:aechor_petal, Эчор лепесток
aether:cockatrice_feather, Перо василиска
aether:crude_scatterglass_shard, Осколок развеянного стекла
aether:ambrosium_shard, Осколок амброзия
aether:ambrosium_chunk, Кусочек амброзия
aether:icestone, Ледяной камень
aether:zanite_gemstone, Занитовый самоцвет
aether:arkenium, Пластина из аркения
aether:arkenium_strip, Полоска из аркения
aether:gravitite_plate, Гравититовая пластина
aether:scatterglass_vial, Флакон из развеянного стекло
aether:irradiated_dust, Облучённая пыль
aether:irradiated_chunk, Облучённый кусок
